agent,game_num,score,record,mean_score
DQN,1917,17,63,23.014
Random,12625,0,3,0.122
Random,12626,0,3,0.122
DQN,1918,12,63,23.008
Random,12627,1,3,0.122
Random,12628,0,3,0.122
Random,12629,0,3,0.122
A*,880,45,90,50.828
Random,12630,0,3,0.122
Random,12631,0,3,0.122
DQN,1919,25,63,23.009
Random,12632,1,3,0.122
Random,12633,0,3,0.122
Random,12634,0,3,0.122
Random,12635,0,3,0.122
Random,12636,0,3,0.122
DQN,1920,15,63,23.005
Random,12637,1,3,0.122
Random,12638,0,3,0.122
BFS,882,68,88,50.461
Random,12639,0,3,0.122
Random,12640,0,3,0.122
Random,12641,0,3,0.122
Random,12642,0,3,0.122
A*,881,46,90,50.823
Random,12643,0,3,0.122
Random,12644,0,3,0.122
Random,12645,0,3,0.122
Random,12646,0,3,0.122
Random,12647,0,3,0.122
Random,12648,0,3,0.122
DQN,1921,42,63,23.015
Random,12649,0,3,0.122
Random,12650,0,3,0.122
BFS,883,50,88,50.461
Random,12651,0,3,0.122
Random,12652,0,3,0.122
Random,12653,0,3,0.122
DQN,1922,22,63,23.014
Random,12654,0,3,0.122
Random,12655,0,3,0.122
A*,882,49,90,50.821
Random,12656,0,3,0.122
Random,12657,1,3,0.122
Random,12658,1,3,0.122
DQN,1923,21,63,23.013
Random,12659,0,3,0.122
Random,12660,1,3,0.122
Random,12661,0,3,0.122
Random,12662,1,3,0.122
Random,12663,0,3,0.122
Random,12664,0,3,0.122
Random,12665,1,3,0.122
Random,12666,0,3,0.122
BFS,884,54,88,50.465
DQN,1924,26,63,23.015
Random,12667,0,3,0.122
Random,12668,0,3,0.122
Random,12669,0,3,0.122
Random,12670,0,3,0.122
Random,12671,2,3,0.122
Random,12672,0,3,0.122
Random,12673,0,3,0.122
Random,12674,1,3,0.122
DQN,1925,32,63,23.019
Random,12675,0,3,0.122
Random,12676,0,3,0.122
Random,12677,0,3,0.122
Random,12678,0,3,0.122
Random,12679,1,3,0.122
Random,12680,0,3,0.122
Random,12681,0,3,0.122
A*,883,81,90,50.855
Random,12682,0,3,0.122
Random,12683,0,3,0.122
Random,12684,0,3,0.122
Random,12685,0,3,0.122
BFS,885,59,88,50.475
Random,12686,0,3,0.122
Random,12687,0,3,0.122
DQN,1926,37,63,23.026
Random,12688,0,3,0.122
Random,12689,0,3,0.122
Random,12690,1,3,0.122
A*,884,36,90,50.838
Random,12691,0,3,0.122
DQN,1927,23,63,23.026
Random,12692,0,3,0.122
Random,12693,0,3,0.122
Random,12694,0,3,0.122
Random,12695,1,3,0.122
Random,12696,0,3,0.122
Random,12697,1,3,0.122
Random,12698,0,3,0.122
Random,12699,0,3,0.122
DQN,1928,21,63,23.025
Random,12700,1,3,0.122
Random,12701,0,3,0.122
BFS,886,61,88,50.486
Random,12702,0,3,0.122
A*,885,42,90,50.828
Random,12703,0,3,0.122
Random,12704,0,3,0.122
Random,12705,0,3,0.122
Random,12706,0,3,0.122
Random,12707,1,3,0.122
Random,12708,0,3,0.122
Random,12709,1,3,0.122
DQN,1929,30,63,23.029
Random,12710,0,3,0.122
Random,12711,0,3,0.122
BFS,887,40,88,50.475
Random,12712,0,3,0.122
Random,12713,0,3,0.122
Random,12714,0,3,0.122
DQN,1930,26,63,23.031
A*,886,49,90,50.826
Random,12715,0,3,0.122
Random,12716,0,3,0.122
DQN,1931,21,63,23.030
A*,887,16,90,50.787
Random,12717,0,3,0.122
Random,12718,0,3,0.122
Random,12719,0,3,0.122
BFS,888,48,88,50.472
DQN,1932,18,63,23.027
Random,12720,1,3,0.122
Random,12721,0,3,0.122
Random,12722,1,3,0.122
Random,12723,0,3,0.122
Random,12724,0,3,0.122
Random,12725,0,3,0.122
Random,12726,0,3,0.122
Random,12727,0,3,0.122
DQN,1933,28,63,23.029
Random,12728,1,3,0.122
Random,12729,0,3,0.122
A*,888,44,90,50.779
Random,12730,1,3,0.122
Random,12731,0,3,0.122
DQN,1934,10,63,23.023
Random,12732,0,3,0.122
Random,12733,0,3,0.122
Random,12734,1,3,0.122
Random,12735,0,3,0.122
Random,12736,0,3,0.122
BFS,889,57,88,50.479
Random,12737,0,3,0.122
Random,12738,0,3,0.122
Random,12739,0,3,0.122
Random,12740,0,3,0.122
A*,889,32,90,50.758
Random,12741,0,3,0.122
Random,12742,1,3,0.122
DQN,1935,34,63,23.028
Random,12743,0,3,0.122
Random,12744,0,3,0.122
Random,12745,0,3,0.122
Random,12746,2,3,0.122
Random,12747,0,3,0.122
Random,12748,0,3,0.122
Random,12749,1,3,0.123
Random,12750,0,3,0.123
A*,890,34,90,50.739
Random,12751,0,3,0.123
Random,12752,1,3,0.123
Random,12753,0,3,0.123
Random,12754,0,3,0.123
Random,12755,0,3,0.123
Random,12756,1,3,0.123
BFS,890,55,88,50.484
DQN,1936,33,63,23.034
Random,12757,0,3,0.123
Random,12758,0,3,0.123
Random,12759,0,3,0.123
Random,12760,0,3,0.123
DQN,1937,18,63,23.031
Random,12761,0,3,0.123
Random,12762,1,3,0.123
Random,12763,0,3,0.123
Random,12764,0,3,0.123
Random,12765,0,3,0.123
Random,12766,0,3,0.123
Random,12767,0,3,0.123
A*,891,67,90,50.758
DQN,1938,36,63,23.038
Random,12768,0,3,0.123
Random,12769,0,3,0.123
Random,12770,0,3,0.123
Random,12771,0,3,0.123
Random,12772,0,3,0.123
BFS,891,69,88,50.505
Random,12773,0,3,0.123
Random,12774,0,3,0.123
Random,12775,0,3,0.123
Random,12776,0,3,0.122
DQN,1939,23,63,23.038
Random,12777,0,3,0.122
A*,892,35,90,50.740
Random,12778,0,3,0.122
Random,12779,0,3,0.122
Random,12780,0,3,0.122
Random,12781,0,3,0.122
DQN,1940,21,63,23.037
Random,12782,0,3,0.122
Random,12783,0,3,0.122
Random,12784,0,3,0.122
Random,12785,0,3,0.122
Random,12786,0,3,0.122
Random,12787,0,3,0.122
Random,12788,0,3,0.122
Random,12789,0,3,0.122
Random,12790,1,3,0.122
Random,12791,0,3,0.122
Random,12792,0,3,0.122
Random,12793,0,3,0.122
DQN,1941,33,63,23.042
Random,12794,0,3,0.122
Random,12795,0,3,0.122
Random,12796,0,3,0.122
A*,893,52,90,50.741
Random,12797,0,3,0.122
BFS,892,72,88,50.529
Random,12798,1,3,0.122
Random,12799,0,3,0.122
Random,12800,0,3,0.122
DQN,1942,28,63,23.044
BFS,893,18,88,50.493
Random,12801,0,3,0.122
A*,894,33,90,50.721
Random,12802,0,3,0.122
DQN,1943,13,63,23.039
Random,12803,0,3,0.122
Random,12804,1,3,0.122
Random,12805,0,3,0.122
Random,12806,0,3,0.122
Random,12807,0,3,0.122
Random,12808,0,3,0.122
DQN,1944,21,63,23.038
Random,12809,0,3,0.122
Random,12810,0,3,0.122
Random,12811,0,3,0.122
Random,12812,0,3,0.122
Random,12813,0,3,0.122
Random,12814,0,3,0.122
DQN,1945,18,63,23.035
Random,12815,0,3,0.122
Random,12816,0,3,0.122
A*,895,43,90,50.713
Random,12817,1,3,0.122
BFS,894,58,88,50.501
DQN,1946,24,63,23.036
Random,12818,0,3,0.122
Random,12819,0,3,0.122
Random,12820,0,3,0.122
Random,12821,0,3,0.122
Random,12822,0,3,0.122
A*,896,36,90,50.696
DQN,1947,13,63,23.031
Random,12823,0,3,0.122
Random,12824,0,3,0.122
DQN,1948,11,63,23.025
Random,12825,0,3,0.122
Random,12826,0,3,0.122
Random,12827,0,3,0.122
Random,12828,0,3,0.122
Random,12829,1,3,0.122
BFS,895,45,88,50.495
Random,12830,0,3,0.122
Random,12831,1,3,0.122
Random,12832,0,3,0.122
Random,12833,0,3,0.122
Random,12834,0,3,0.122
Random,12835,0,3,0.122
Random,12836,0,3,0.122
DQN,1949,37,63,23.032
Random,12837,0,3,0.122
Random,12838,0,3,0.122
A*,897,57,90,50.703
Random,12839,0,3,0.122
Random,12840,0,3,0.122
DQN,1950,21,63,23.031
Random,12841,0,3,0.122
Random,12842,0,3,0.122
Random,12843,0,3,0.122
Random,12844,0,3,0.122
Random,12845,1,3,0.122
Random,12846,3,3,0.123
BFS,896,60,88,50.506
Random,12847,0,3,0.123
Random,12848,0,3,0.123
Random,12849,0,3,0.123
Random,12850,1,3,0.123
Random,12851,0,3,0.123
Random,12852,0,3,0.123
DQN,1951,24,63,23.031
Random,12853,0,3,0.123
A*,898,35,90,50.686
Random,12854,0,3,0.123
Random,12855,0,3,0.123
Random,12856,0,3,0.123
Random,12857,0,3,0.123
Random,12858,0,3,0.123
Random,12859,0,3,0.123
DQN,1952,23,63,23.031
BFS,897,37,88,50.491
Random,12860,0,3,0.123
Random,12861,0,3,0.123
DQN,1953,15,63,23.027
Random,12862,0,3,0.123
Random,12863,0,3,0.123
Random,12864,1,3,0.123
DQN,1954,18,63,23.025
Random,12865,0,3,0.123
Random,12866,0,3,0.123
Random,12867,0,3,0.123
Random,12868,0,3,0.123
Random,12869,0,3,0.123
A*,899,69,90,50.706
Random,12870,0,3,0.123
Random,12871,0,3,0.123
Random,12872,0,3,0.123
Random,12873,0,3,0.123
Random,12874,0,3,0.122
DQN,1955,21,63,23.024
Random,12875,0,3,0.122
DQN,1956,5,63,23.014
Random,12876,0,3,0.122
Random,12877,0,3,0.122
Random,12878,0,3,0.122
Random,12879,0,3,0.122
Random,12880,0,3,0.122
Random,12881,2,3,0.123
Random,12882,0,3,0.123
DQN,1957,25,63,23.015
BFS,898,71,88,50.513
Random,12883,1,3,0.123
Random,12884,0,3,0.123
A*,900,47,90,50.702
DQN,1958,20,63,23.014
Random,12885,0,3,0.123
Random,12886,0,3,0.123
Random,12887,0,3,0.123
DQN,1959,11,63,23.008
Random,12888,0,3,0.123
Random,12889,0,3,0.123
Random,12890,0,3,0.123
Random,12891,0,3,0.123
DQN,1960,16,63,23.004
A*,901,38,90,50.688
Random,12892,0,3,0.123
Random,12893,0,3,0.123
Random,12894,0,3,0.123
Random,12895,0,3,0.123
Random,12896,0,3,0.123
Random,12897,0,3,0.123
Random,12898,0,3,0.122
DQN,1961,21,63,23.003
Random,12899,0,3,0.122
BFS,899,65,88,50.529
Random,12900,0,3,0.122
Random,12901,0,3,0.122
Random,12902,0,3,0.122
DQN,1962,16,63,22.999
Random,12903,0,3,0.122
A*,902,44,90,50.681
Random,12904,0,3,0.122
Random,12905,0,3,0.122
Random,12906,0,3,0.122
Random,12907,0,3,0.122
Random,12908,1,3,0.122
Random,12909,0,3,0.122
DQN,1963,30,63,23.003
Random,12910,0,3,0.122
Random,12911,0,3,0.122
Random,12912,0,3,0.122
Random,12913,0,3,0.122
Random,12914,0,3,0.122
Random,12915,1,3,0.122
DQN,1964,31,63,23.007
Random,12916,0,3,0.122
Random,12917,0,3,0.122
BFS,900,60,88,50.540
Random,12918,0,3,0.122
A*,903,60,90,50.691
Random,12919,0,3,0.122
DQN,1965,18,63,23.005
Random,12920,0,3,0.122
Random,12921,0,3,0.122
Random,12922,0,3,0.122
Random,12923,0,3,0.122
Random,12924,0,3,0.122
Random,12925,0,3,0.122
DQN,1966,33,63,23.010
Random,12926,0,3,0.122
Random,12927,0,3,0.122
Random,12928,0,3,0.122
BFS,901,53,88,50.543
A*,904,55,90,50.696
Random,12929,0,3,0.122
Random,12930,0,3,0.122
Random,12931,0,3,0.122
Random,12932,0,3,0.122
Random,12933,0,3,0.122
DQN,1967,34,63,23.015
Random,12934,0,3,0.122
DQN,1968,10,63,23.009
Random,12935,0,3,0.122
Random,12936,0,3,0.122
Random,12937,1,3,0.122
Random,12938,0,3,0.122
Random,12939,0,3,0.122
Random,12940,0,3,0.122
Random,12941,0,3,0.122
BFS,902,45,88,50.537
Random,12942,0,3,0.122
Random,12943,0,3,0.122
Random,12944,1,3,0.122
Random,12945,1,3,0.122
DQN,1969,25,63,23.010
A*,905,54,90,50.699
Random,12946,0,3,0.122
Random,12947,0,3,0.122
Random,12948,0,3,0.122
Random,12949,0,3,0.122
Random,12950,0,3,0.122
Hamiltonian,29,297,297,297.000
Random,12951,0,3,0.122
Random,12952,0,3,0.122
A*,906,27,90,50.673
Random,12953,0,3,0.122
Random,12954,0,3,0.122
Random,12955,0,3,0.122
Random,12956,0,3,0.122
Random,12957,0,3,0.122
DQN,1970,39,63,23.018
Random,12958,0,3,0.122
Random,12959,0,3,0.122
Random,12960,2,3,0.122
Random,12961,0,3,0.122
Random,12962,0,3,0.122
Random,12963,0,3,0.122
Random,12964,1,3,0.122
Random,12965,1,3,0.123
BFS,903,73,88,50.561
DQN,1971,32,63,23.022
Random,12966,0,3,0.123
Random,12967,1,3,0.123
Random,12968,0,3,0.123
DQN,1972,10,63,23.016
A*,907,65,90,50.689
Random,12969,0,3,0.123
Random,12970,0,3,0.123
Random,12971,0,3,0.123
Random,12972,0,3,0.123
Random,12973,0,3,0.123
Random,12974,0,3,0.123
DQN,1973,25,63,23.017
Random,12975,0,3,0.123
Random,12976,0,3,0.123
Random,12977,0,3,0.123
Random,12978,0,3,0.123
Random,12979,0,3,0.123
Random,12980,0,3,0.122
Random,12981,0,3,0.122
DQN,1974,27,63,23.019
Random,12982,0,3,0.122
Random,12983,0,3,0.122
BFS,904,69,88,50.582
A*,908,63,90,50.703
DQN,1975,17,63,23.016
Random,12984,0,3,0.122
Random,12985,0,3,0.122
Random,12986,0,3,0.122
Random,12987,0,3,0.122
Random,12988,0,3,0.122
Random,12989,0,3,0.122
Random,12990,0,3,0.122
Random,12991,1,3,0.122
Random,12992,0,3,0.122
Random,12993,0,3,0.122
Random,12994,0,3,0.122
Random,12995,0,3,0.122
DQN,1976,45,63,23.027
Random,12996,0,3,0.122
Random,12997,0,3,0.122
A*,909,56,90,50.708
Random,12998,0,3,0.122
Random,12999,0,3,0.122
BFS,905,78,88,50.612
Random,13000,0,3,0.122
DQN,1977,28,63,23.029
Random,13001,1,3,0.122
Random,13002,1,3,0.123
Random,13003,0,3,0.123
Random,13004,0,3,0.123
Random,13005,0,3,0.122
BFS,906,21,88,50.579
Random,13006,0,3,0.122
Random,13007,1,3,0.123
Random,13008,1,3,0.123
Random,13009,0,3,0.123
DQN,1978,36,63,23.036
Random,13010,0,3,0.123
A*,910,53,90,50.711
Random,13011,0,3,0.123
Random,13012,0,3,0.123
DQN,1979,14,63,23.031
Random,13013,0,3,0.123
Random,13014,0,3,0.123
DQN,1980,15,63,23.027
Random,13015,0,3,0.123
Random,13016,0,3,0.123
A*,911,37,90,50.696
BFS,907,54,88,50.583
DQN,1981,12,63,23.022
Random,13017,0,3,0.123
Random,13018,1,3,0.123
Random,13019,0,3,0.123
Random,13020,1,3,0.123
Random,13021,0,3,0.123
Random,13022,0,3,0.123
DQN,1982,32,63,23.026
A*,912,35,90,50.679
Random,13023,0,3,0.123
Random,13024,0,3,0.123
Random,13025,0,3,0.123
Random,13026,0,3,0.123
BFS,908,47,88,50.579
Random,13027,1,3,0.123
DQN,1983,15,63,23.022
Random,13028,0,3,0.123
A*,913,30,90,50.656
Random,13029,0,3,0.123
Random,13030,0,3,0.123
Random,13031,0,3,0.123
Random,13032,1,3,0.123
Random,13033,0,3,0.123
Random,13034,0,3,0.123
Random,13035,0,3,0.123
Random,13036,0,3,0.123
DQN,1984,33,63,23.027
Random,13037,0,3,0.123
BFS,909,43,88,50.571
Random,13038,0,3,0.123
Random,13039,0,3,0.123
A*,914,35,90,50.639
Random,13040,0,3,0.123
Random,13041,0,3,0.123
Random,13042,0,3,0.123
Random,13043,0,3,0.123
Random,13044,0,3,0.123
Random,13045,0,3,0.123
Random,13046,0,3,0.123
Random,13047,0,3,0.123
Random,13048,0,3,0.123
Random,13049,1,3,0.123
Random,13050,0,3,0.123
Random,13051,0,3,0.123
Random,13052,0,3,0.123
Random,13053,0,3,0.123
Random,13054,0,3,0.123
Random,13055,1,3,0.123
DQN,1985,44,63,23.038
BFS,910,49,88,50.569
Random,13056,0,3,0.123
Random,13057,0,3,0.123
Random,13058,0,3,0.123
Random,13059,0,3,0.123
DQN,1986,18,63,23.035
A*,915,59,90,50.648
Random,13060,0,3,0.123
Random,13061,0,3,0.123
Random,13062,0,3,0.123
Random,13063,0,3,0.123
Random,13064,0,3,0.123
Random,13065,0,3,0.123
Random,13066,0,3,0.123
Random,13067,0,3,0.123
BFS,911,39,88,50.557
Random,13068,1,3,0.123
DQN,1987,31,63,23.039
Random,13069,0,3,0.123
Random,13070,0,3,0.123
Random,13071,0,3,0.123
Random,13072,1,3,0.123
Random,13073,0,3,0.123
DQN,1988,20,63,23.038
Random,13074,0,3,0.123
Random,13075,0,3,0.123
Random,13076,0,3,0.123
Random,13077,0,3,0.123
Random,13078,0,3,0.123
DQN,1989,14,63,23.033
Random,13079,1,3,0.123
Random,13080,0,3,0.123
Random,13081,0,3,0.123
Random,13082,0,3,0.123
Random,13083,0,3,0.123
BFS,912,59,88,50.566
Random,13084,0,3,0.123
Random,13085,0,3,0.123
Random,13086,0,3,0.123
A*,916,77,90,50.677
Random,13087,0,3,0.123
DQN,1990,30,63,23.037
Random,13088,1,3,0.123
Random,13089,0,3,0.123
DQN,1991,15,63,23.033
Random,13090,1,3,0.123
Random,13091,0,3,0.123
Random,13092,1,3,0.123
A*,917,25,90,50.649
Random,13093,0,3,0.123
Random,13094,0,3,0.123
Random,13095,0,3,0.123
Random,13096,0,3,0.123
Random,13097,0,3,0.123
Random,13098,0,3,0.123
Random,13099,0,3,0.123
Random,13100,0,3,0.123
Random,13101,0,3,0.123
Random,13102,0,3,0.123
DQN,1992,34,63,23.038
Random,13103,1,3,0.123
Random,13104,0,3,0.123
Random,13105,1,3,0.123
Random,13106,0,3,0.123
BFS,913,50,88,50.565
Random,13107,0,3,0.123
Random,13108,1,3,0.123
DQN,1993,21,63,23.037
DQN,1994,2,63,23.027
Random,13109,0,3,0.123
Random,13110,0,3,0.123
Random,13111,0,3,0.123
Random,13112,0,3,0.123
Random,13113,0,3,0.123
Random,13114,0,3,0.123
Random,13115,0,3,0.123
Random,13116,0,3,0.123
Random,13117,0,3,0.123
Random,13118,0,3,0.123
A*,918,69,90,50.669
Random,13119,0,3,0.123
Random,13120,0,3,0.123
Random,13121,1,3,0.123
DQN,1995,36,63,23.033
Random,13122,1,3,0.123
BFS,914,54,88,50.569
Random,13123,0,3,0.123
Random,13124,1,3,0.123
Random,13125,0,3,0.123
Random,13126,0,3,0.123
Random,13127,0,3,0.123
Random,13128,0,3,0.123
DQN,1996,27,63,23.035
Random,13129,0,3,0.123
Random,13130,0,3,0.123
Random,13131,0,3,0.123
Random,13132,0,3,0.123
A*,919,48,90,50.666
Random,13133,0,3,0.123
Random,13134,0,3,0.123
Random,13135,1,3,0.123
Random,13136,0,3,0.123
Random,13137,0,3,0.123
Random,13138,0,3,0.123
Random,13139,0,3,0.123
Random,13140,0,3,0.123
Random,13141,0,3,0.123
Random,13142,0,3,0.123
BFS,915,64,88,50.584
Random,13143,0,3,0.123
Random,13144,0,3,0.123
DQN,1997,44,63,23.046
Random,13145,1,3,0.123
Random,13146,0,3,0.123
Random,13147,0,3,0.123
DQN,1998,17,63,23.043
Random,13148,0,3,0.123
Random,13149,0,3,0.123
Random,13150,0,3,0.123
Random,13151,0,3,0.123
A*,920,71,90,50.688
DQN,1999,15,63,23.039
Random,13152,0,3,0.123
Random,13153,0,3,0.123
BFS,916,55,88,50.588
Random,13154,0,3,0.123
Random,13155,0,3,0.123
DQN,2000,23,63,23.038
Random,13156,0,3,0.123
Random,13157,0,3,0.123
Random,13158,0,3,0.123
Random,13159,0,3,0.123
Random,13160,1,3,0.123
Random,13161,0,3,0.123
DQN,2001,20,63,23.037
Random,13162,0,3,0.123
A*,921,46,90,50.683
Random,13163,0,3,0.123
Random,13164,0,3,0.123
Random,13165,0,3,0.123
Random,13166,0,3,0.123
Random,13167,0,3,0.123
Random,13168,1,3,0.123
Random,13169,0,3,0.123
Random,13170,0,3,0.123
Random,13171,0,3,0.123
DQN,2002,29,63,23.040
Random,13172,0,3,0.123
Random,13173,0,3,0.123
Random,13174,0,3,0.123
Random,13175,0,3,0.123
BFS,917,62,88,50.601
Random,13176,0,3,0.123
Random,13177,0,3,0.123
Random,13178,0,3,0.123
A*,922,52,90,50.684
Random,13179,0,3,0.123
Random,13180,0,3,0.123
Random,13181,1,3,0.123
Random,13182,0,3,0.123
Random,13183,0,3,0.123
Random,13184,0,3,0.123
Random,13185,0,3,0.123
Random,13186,0,3,0.123
Random,13187,0,3,0.123
Random,13188,1,3,0.123
BFS,918,37,88,50.586
DQN,2003,46,63,23.051
Random,13189,0,3,0.123
Random,13190,1,3,0.123
Random,13191,1,3,0.123
Random,13192,1,3,0.123
Random,13193,0,3,0.123
Random,13194,0,3,0.123
Random,13195,0,3,0.123
Random,13196,0,3,0.123
Random,13197,1,3,0.123
Random,13198,0,3,0.123
Random,13199,0,3,0.123
Random,13200,0,3,0.123
Random,13201,0,3,0.123
DQN,2004,34,63,23.057
Random,13202,0,3,0.123
A*,923,70,90,50.705
Random,13203,0,3,0.123
Random,13204,0,3,0.123
DQN,2005,14,63,23.052
Random,13205,0,3,0.123
Random,13206,0,3,0.123
Random,13207,0,3,0.123
Random,13208,0,3,0.123
Random,13209,0,3,0.123
Random,13210,0,3,0.123
BFS,919,72,88,50.609
Random,13211,0,3,0.123
Random,13212,1,3,0.123
A*,924,41,90,50.695
Random,13213,0,3,0.123
Random,13214,0,3,0.123
Random,13215,0,3,0.123
DQN,2006,33,63,23.057
Random,13216,0,3,0.123
Random,13217,0,3,0.123
Random,13218,0,3,0.123
Random,13219,0,3,0.123
Random,13220,0,3,0.123
DQN,2007,13,63,23.052
Random,13221,0,3,0.123
Random,13222,0,3,0.123
Random,13223,0,3,0.123
Random,13224,0,3,0.123
Random,13225,0,3,0.123
Random,13226,0,3,0.123
Random,13227,0,3,0.123
DQN,2008,25,63,23.053
BFS,920,52,88,50.611
Random,13228,0,3,0.123
Random,13229,0,3,0.123
Random,13230,0,3,0.123
A*,925,47,90,50.691
Random,13231,0,3,0.123
Random,13232,0,3,0.123
Random,13233,0,3,0.123
Random,13234,0,3,0.123
DQN,2009,20,63,23.052
Random,13235,0,3,0.123
Random,13236,1,3,0.123
Random,13237,0,3,0.123
Random,13238,0,3,0.123
Random,13239,0,3,0.123
Random,13240,0,3,0.123
Random,13241,0,3,0.123
Random,13242,1,3,0.123
DQN,2010,24,63,23.052
Random,13243,1,3,0.123
Random,13244,0,3,0.123
Random,13245,0,3,0.123
Random,13246,0,3,0.123
Random,13247,0,3,0.123
DQN,2011,19,63,23.050
Random,13248,1,3,0.123
Random,13249,0,3,0.123
Random,13250,0,3,0.123
Random,13251,0,3,0.123
Random,13252,0,3,0.123
BFS,921,66,88,50.628
Random,13253,0,3,0.123
A*,926,70,90,50.712
Random,13254,1,3,0.123
Random,13255,0,3,0.123
Random,13256,0,3,0.123
Random,13257,0,3,0.123
Random,13258,0,3,0.123
Random,13259,0,3,0.123
Random,13260,0,3,0.123
Random,13261,0,3,0.123
DQN,2012,35,63,23.056
Random,13262,0,3,0.123
Random,13263,0,3,0.123
DQN,2013,15,63,23.052
Random,13264,0,3,0.123
A*,927,33,90,50.693
Random,13265,0,3,0.123
Random,13266,0,3,0.123
Random,13267,0,3,0.123
Random,13268,0,3,0.123
Random,13269,0,3,0.123
DQN,2014,20,63,23.051
Random,13270,0,3,0.123
Random,13271,0,3,0.123
Random,13272,0,3,0.123
Random,13273,0,3,0.123
BFS,922,50,88,50.627
Random,13274,1,3,0.123
Random,13275,0,3,0.123
Random,13276,0,3,0.123
DQN,2015,15,63,23.047
Random,13277,0,3,0.123
Random,13278,0,3,0.123
Random,13279,0,3,0.123
DQN,2016,22,63,23.046
Random,13280,0,3,0.123
Random,13281,0,3,0.123
Random,13282,0,3,0.123
Random,13283,0,3,0.123
DQN,2017,8,63,23.039
Random,13284,2,3,0.123
A*,928,56,90,50.698
Random,13285,0,3,0.123
DQN,2018,5,63,23.030
Random,13286,0,3,0.123
Random,13287,0,3,0.123
DQN,2019,15,63,23.026
Random,13288,0,3,0.123
Random,13289,0,3,0.123
Random,13290,0,3,0.123
Random,13291,0,3,0.123
Random,13292,0,3,0.123
Random,13293,0,3,0.123
Random,13294,0,3,0.123
Random,13295,0,3,0.123
Random,13296,0,3,0.123
Random,13297,0,3,0.123
Random,13298,0,3,0.123
Random,13299,0,3,0.123
DQN,2020,29,63,23.029
Random,13300,1,3,0.123
BFS,923,72,88,50.650
Random,13301,0,3,0.123
Random,13302,0,3,0.123
A*,929,53,90,50.701
Random,13303,0,3,0.123
Random,13304,0,3,0.123
Random,13305,0,3,0.123
Random,13306,0,3,0.123
DQN,2021,19,63,23.027
Random,13307,0,3,0.123
Random,13308,0,3,0.123
Random,13309,0,3,0.123
BFS,924,31,88,50.629
DQN,2022,18,63,23.024
Random,13310,0,3,0.123
Random,13311,0,3,0.123
Random,13312,1,3,0.123
Random,13313,0,3,0.123
A*,930,44,90,50.694
Random,13314,0,3,0.123
Random,13315,1,3,0.123
Random,13316,0,3,0.123
Random,13317,0,3,0.123
DQN,2023,30,63,23.028
Random,13318,0,3,0.123
Random,13319,0,3,0.123
Random,13320,0,3,0.123
Random,13321,0,3,0.123
Random,13322,0,3,0.123
Random,13323,0,3,0.123
Random,13324,0,3,0.123
Random,13325,0,3,0.123
DQN,2024,21,63,23.027
Random,13326,0,3,0.123
Random,13327,0,3,0.123
Random,13328,0,3,0.123
Random,13329,0,3,0.123
Random,13330,0,3,0.123
Random,13331,0,3,0.123
Random,13332,0,3,0.123
Random,13333,0,3,0.123
DQN,2025,20,63,23.025
BFS,925,69,88,50.649
Random,13334,0,3,0.123
Random,13335,0,3,0.123
A*,931,59,90,50.702
Random,13336,0,3,0.123
Random,13337,0,3,0.123
Random,13338,0,3,0.123
Random,13339,0,3,0.123
Random,13340,0,3,0.123
Random,13341,0,3,0.123
DQN,2026,35,63,23.031
Random,13342,1,3,0.123
Random,13343,0,3,0.123
Random,13344,0,3,0.123
BFS,926,52,88,50.650
Random,13345,0,3,0.123
Random,13346,0,3,0.123
DQN,2027,20,63,23.030
Random,13347,0,3,0.123
Random,13348,1,3,0.123
Random,13349,0,3,0.123
Random,13350,0,3,0.123
Random,13351,0,3,0.123
Random,13352,0,3,0.123
Random,13353,0,3,0.123
Random,13354,0,3,0.123
Random,13355,0,3,0.123
Random,13356,0,3,0.123
Random,13357,0,3,0.123
Random,13358,0,3,0.123
A*,932,64,90,50.717
Random,13359,0,3,0.123
Random,13360,0,3,0.123
Random,13361,0,3,0.123
Random,13362,0,3,0.123
Random,13363,0,3,0.123
DQN,2028,43,63,23.039
Random,13364,0,3,0.122
Random,13365,0,3,0.122
Random,13366,0,3,0.122
Random,13367,0,3,0.122
Random,13368,1,3,0.123
Random,13369,0,3,0.123
Random,13370,1,3,0.123
DQN,2029,22,63,23.039
Random,13371,0,3,0.123
Random,13372,0,3,0.123
DQN,2030,17,63,23.036
Random,13373,0,3,0.123
Random,13374,0,3,0.123
A*,933,57,90,50.723
Random,13375,0,3,0.123
BFS,927,76,88,50.677
Random,13376,0,3,0.123
Random,13377,0,3,0.123
DQN,2031,18,63,23.033
Random,13378,0,3,0.123
Random,13379,1,3,0.123
Random,13380,0,3,0.123
Random,13381,0,3,0.123
Random,13382,0,3,0.123
Random,13383,0,3,0.123
Random,13384,0,3,0.123
Random,13385,0,3,0.123
A*,934,52,90,50.725
Random,13386,0,3,0.123
Random,13387,0,3,0.123
DQN,2032,37,63,23.040
Random,13388,0,3,0.122
Random,13389,0,3,0.122
Random,13390,0,3,0.122
Random,13391,0,3,0.122
Random,13392,0,3,0.122
Random,13393,0,3,0.122
Random,13394,0,3,0.122
Random,13395,1,3,0.123
BFS,928,70,88,50.698
Random,13396,0,3,0.122
DQN,2033,27,63,23.042
Random,13397,1,3,0.123
Random,13398,0,3,0.123
