agent,game_num,score,record,mean_score
Random,10790,0,3,0.122
Random,10791,0,3,0.122
Random,10792,0,3,0.122
Random,10793,0,3,0.122
Random,10794,0,3,0.122
Random,10795,0,3,0.122
Random,10796,0,3,0.122
Random,10797,0,3,0.122
Random,10798,0,3,0.122
DQN,1649,41,63,22.637
BFS,751,66,88,50.378
Random,10799,0,3,0.121
Random,10800,0,3,0.121
Random,10801,0,3,0.121
Random,10802,1,3,0.122
A*,742,67,90,51.213
Random,10803,1,3,0.122
Random,10804,0,3,0.122
Random,10805,1,3,0.122
Random,10806,1,3,0.122
DQN,1650,29,63,22.641
Random,10807,1,3,0.122
Random,10808,0,3,0.122
Random,10809,0,3,0.122
Random,10810,0,3,0.122
Random,10811,0,3,0.122
DQN,1651,32,63,22.646
A*,743,47,90,51.207
Random,10812,0,3,0.122
DQN,1652,12,63,22.640
Random,10813,0,3,0.122
Random,10814,0,3,0.122
BFS,752,66,88,50.399
Random,10815,0,3,0.122
Random,10816,0,3,0.122
Random,10817,0,3,0.122
Random,10818,0,3,0.122
Random,10819,0,3,0.122
Random,10820,0,3,0.122
Random,10821,0,3,0.122
Random,10822,0,3,0.122
Hamiltonian,24,297,297,297.000
DQN,1653,29,63,22.644
Random,10823,0,3,0.122
Random,10824,0,3,0.122
A*,744,50,90,51.206
Random,10825,0,3,0.122
DQN,1654,14,63,22.638
Random,10826,0,3,0.122
Random,10827,0,3,0.122
Random,10828,0,3,0.122
Random,10829,0,3,0.122
DQN,1655,11,63,22.631
Random,10830,0,3,0.122
Random,10831,0,3,0.122
Random,10832,0,3,0.122
BFS,753,46,88,50.393
Random,10833,0,3,0.122
Random,10834,1,3,0.122
Random,10835,0,3,0.122
Random,10836,0,3,0.122
Random,10837,0,3,0.122
DQN,1656,27,63,22.634
Random,10838,0,3,0.122
Random,10839,0,3,0.122
Random,10840,0,3,0.122
Random,10841,0,3,0.122
Random,10842,0,3,0.122
Random,10843,0,3,0.122
BFS,754,33,88,50.370
Random,10844,0,3,0.122
Random,10845,0,3,0.122
Random,10846,1,3,0.122
BFS,755,17,88,50.326
Random,10847,0,3,0.122
Random,10848,1,3,0.122
Random,10849,0,3,0.122
A*,745,71,90,51.232
DQN,1657,40,63,22.645
Random,10850,0,3,0.122
Random,10851,0,3,0.122
Random,10852,0,3,0.122
Random,10853,0,3,0.122
Random,10854,0,3,0.122
Random,10855,0,3,0.122
Random,10856,1,3,0.122
Random,10857,0,3,0.122
Random,10858,0,3,0.122
DQN,1658,33,63,22.651
Random,10859,0,3,0.122
Random,10860,1,3,0.122
Random,10861,0,3,0.122
Random,10862,0,3,0.122
Random,10863,0,3,0.122
Random,10864,0,3,0.122
Random,10865,0,3,0.122
Random,10866,0,3,0.122
DQN,1659,23,63,22.651
Random,10867,0,3,0.122
BFS,756,55,88,50.332
Random,10868,0,3,0.122
Random,10869,0,3,0.122
Random,10870,1,3,0.122
Random,10871,0,3,0.122
Random,10872,0,3,0.122
DQN,1660,23,63,22.651
A*,746,69,90,51.256
Random,10873,0,3,0.122
Random,10874,0,3,0.122
Random,10875,0,3,0.122
Random,10876,0,3,0.122
Random,10877,0,3,0.122
Random,10878,0,3,0.122
Random,10879,0,3,0.122
Random,10880,0,3,0.122
DQN,1661,26,63,22.653
Random,10881,0,3,0.122
Random,10882,0,3,0.122
Random,10883,0,3,0.122
DQN,1662,11,63,22.646
Random,10884,0,3,0.122
Random,10885,0,3,0.122
Random,10886,0,3,0.122
Random,10887,0,3,0.122
BFS,757,61,88,50.346
Random,10888,1,3,0.122
Random,10889,0,3,0.122
Random,10890,0,3,0.122
Random,10891,0,3,0.122
Random,10892,1,3,0.122
Random,10893,1,3,0.122
Random,10894,0,3,0.122
Random,10895,0,3,0.122
Random,10896,0,3,0.122
DQN,1663,33,63,22.652
A*,747,68,90,51.278
Random,10897,0,3,0.122
Random,10898,0,3,0.122
Random,10899,1,3,0.122
Random,10900,0,3,0.122
Random,10901,1,3,0.122
Random,10902,0,3,0.122
BFS,758,37,88,50.328
Random,10903,0,3,0.122
Random,10904,0,3,0.122
Random,10905,0,3,0.122
Random,10906,0,3,0.122
Random,10907,0,3,0.122
Random,10908,0,3,0.122
DQN,1664,33,63,22.659
Random,10909,0,3,0.122
A*,748,28,90,51.247
Random,10910,0,3,0.122
Random,10911,0,3,0.122
Random,10912,0,3,0.122
Random,10913,0,3,0.122
DQN,1665,14,63,22.653
Random,10914,0,3,0.122
Random,10915,0,3,0.122
BFS,759,36,88,50.310
Random,10916,0,3,0.122
Random,10917,0,3,0.122
Random,10918,0,3,0.122
Random,10919,0,3,0.122
Random,10920,0,3,0.122
Random,10921,0,3,0.122
Random,10922,1,3,0.122
DQN,1666,30,63,22.658
Random,10923,0,3,0.122
Random,10924,1,3,0.122
Random,10925,1,3,0.122
Random,10926,0,3,0.122
Random,10927,0,3,0.122
DQN,1667,21,63,22.657
Random,10928,0,3,0.122
Random,10929,0,3,0.122
Random,10930,0,3,0.122
Random,10931,0,3,0.122
A*,749,75,90,51.279
DQN,1668,16,63,22.653
Random,10932,0,3,0.122
BFS,760,63,88,50.326
Random,10933,1,3,0.122
Random,10934,0,3,0.122
DQN,1669,17,63,22.649
Random,10935,1,3,0.122
Random,10936,0,3,0.122
Random,10937,0,3,0.122
Random,10938,0,3,0.122
DQN,1670,16,63,22.646
Random,10939,0,3,0.122
Random,10940,0,3,0.122
Random,10941,0,3,0.122
DQN,1671,18,63,22.643
Random,10942,0,3,0.122
A*,750,55,90,51.284
Random,10943,0,3,0.122
Random,10944,0,3,0.122
Random,10945,0,3,0.122
Random,10946,1,3,0.122
Random,10947,1,3,0.122
BFS,761,58,88,50.336
Random,10948,0,3,0.122
Random,10949,0,3,0.122
Random,10950,0,3,0.122
A*,751,29,90,51.254
Random,10951,1,3,0.122
DQN,1672,32,63,22.648
Random,10952,0,3,0.122
Random,10953,0,3,0.122
DQN,1673,22,63,22.648
Random,10954,0,3,0.122
Random,10955,0,3,0.122
Random,10956,0,3,0.122
Random,10957,0,3,0.122
A*,752,39,90,51.238
DQN,1674,21,63,22.647
Random,10958,0,3,0.122
Random,10959,1,3,0.122
Random,10960,0,3,0.122
Random,10961,0,3,0.122
BFS,762,65,88,50.356
Random,10962,0,3,0.122
DQN,1675,24,63,22.648
Random,10963,0,3,0.122
Random,10964,0,3,0.122
A*,753,44,90,51.228
Random,10965,0,3,0.122
Random,10966,1,3,0.122
Random,10967,0,3,0.122
Random,10968,0,3,0.122
Random,10969,0,3,0.122
DQN,1676,25,63,22.649
Random,10970,0,3,0.122
Random,10971,0,3,0.122
A*,754,29,90,51.199
Random,10972,1,3,0.122
BFS,763,50,88,50.355
Random,10973,0,3,0.122
Random,10974,1,3,0.122
Random,10975,0,3,0.122
DQN,1677,32,63,22.655
Random,10976,0,3,0.122
A*,755,26,90,51.166
Random,10977,0,3,0.122
Random,10978,0,3,0.122
Random,10979,0,3,0.122
Random,10980,0,3,0.122
Random,10981,0,3,0.122
Random,10982,0,3,0.122
Random,10983,0,3,0.122
Random,10984,0,3,0.122
DQN,1678,19,63,22.653
Random,10985,0,3,0.122
Random,10986,0,3,0.122
Random,10987,0,3,0.122
Random,10988,1,3,0.122
A*,756,33,90,51.142
Random,10989,0,3,0.122
Random,10990,0,3,0.122
DQN,1679,21,63,22.652
Random,10991,0,3,0.122
Random,10992,0,3,0.122
BFS,764,50,88,50.355
Random,10993,1,3,0.122
Random,10994,0,3,0.122
Random,10995,0,3,0.122
Random,10996,2,3,0.122
Random,10997,0,3,0.122
DQN,1680,17,63,22.648
Random,10998,0,3,0.122
Random,10999,0,3,0.122
Random,11000,0,3,0.122
Random,11001,0,3,0.122
Random,11002,0,3,0.122
Random,11003,0,3,0.122
Random,11004,0,3,0.122
DQN,1681,20,63,22.647
Random,11005,0,3,0.122
Random,11006,0,3,0.122
A*,757,45,90,51.133
Random,11007,0,3,0.122
Random,11008,0,3,0.122
BFS,765,47,88,50.350
Random,11009,0,3,0.122
DQN,1682,25,63,22.648
Random,11010,0,3,0.122
Random,11011,0,3,0.122
Random,11012,0,3,0.122
Random,11013,1,3,0.122
Random,11014,0,3,0.122
Random,11015,0,3,0.122
Random,11016,0,3,0.122
Random,11017,0,3,0.122
DQN,1683,22,63,22.648
BFS,766,34,88,50.329
Random,11018,0,3,0.122
Random,11019,0,3,0.122
Random,11020,0,3,0.122
Random,11021,0,3,0.122
DQN,1684,21,63,22.647
Random,11022,0,3,0.122
A*,758,56,90,51.140
BFS,767,33,88,50.306
DQN,1685,14,63,22.642
DQN,1686,7,63,22.632
Random,11023,0,3,0.122
Random,11024,0,3,0.122
DQN,1687,14,63,22.627
Random,11025,0,3,0.122
Random,11026,1,3,0.122
Random,11027,0,3,0.122
A*,759,32,90,51.115
Random,11028,0,3,0.122
Random,11029,0,3,0.122
Random,11030,0,3,0.122
Random,11031,0,3,0.122
Random,11032,0,3,0.122
Random,11033,0,3,0.122
Random,11034,0,3,0.122
Random,11035,0,3,0.122
Random,11036,0,3,0.122
DQN,1688,35,63,22.634
Random,11037,0,3,0.122
Random,11038,0,3,0.122
Random,11039,0,3,0.122
A*,760,41,90,51.101
BFS,768,63,88,50.323
Random,11040,0,3,0.122
Random,11041,0,3,0.122
DQN,1689,25,63,22.636
Random,11042,0,3,0.122
Random,11043,0,3,0.122
Random,11044,0,3,0.122
Random,11045,0,3,0.122
Random,11046,0,3,0.122
Random,11047,0,3,0.122
Random,11048,0,3,0.122
Random,11049,0,3,0.122
Random,11050,0,3,0.122
DQN,1690,32,63,22.641
Random,11051,0,3,0.122
DQN,1691,5,63,22.631
Random,11052,0,3,0.122
Random,11053,0,3,0.122
Random,11054,1,3,0.122
Random,11055,0,3,0.122
BFS,769,60,88,50.336
Random,11056,0,3,0.122
Random,11057,0,3,0.122
Random,11058,0,3,0.122
Random,11059,0,3,0.122
A*,761,67,90,51.122
Random,11060,0,3,0.122
Random,11061,1,3,0.122
DQN,1692,28,63,22.634
Random,11062,0,3,0.122
Random,11063,0,3,0.122
Random,11064,0,3,0.122
Random,11065,1,3,0.122
DQN,1693,23,63,22.634
Random,11066,0,3,0.122
BFS,770,42,88,50.325
Random,11067,0,3,0.122
Random,11068,0,3,0.122
Random,11069,1,3,0.122
Random,11070,0,3,0.122
Random,11071,0,3,0.122
Random,11072,0,3,0.122
A*,762,58,90,51.131
Random,11073,0,3,0.122
Random,11074,0,3,0.122
DQN,1694,31,63,22.639
Random,11075,0,3,0.122
Random,11076,0,3,0.122
Random,11077,0,3,0.122
Random,11078,0,3,0.122
Random,11079,0,3,0.122
Random,11080,0,3,0.122
Random,11081,0,3,0.122
Random,11082,0,3,0.122
Random,11083,0,3,0.122
Random,11084,1,3,0.122
DQN,1695,43,63,22.651
Random,11085,0,3,0.122
Random,11086,0,3,0.122
BFS,771,64,88,50.342
Random,11087,0,3,0.122
Random,11088,0,3,0.122
Random,11089,0,3,0.122
A*,763,71,90,51.157
DQN,1696,26,63,22.653
Random,11090,0,3,0.122
Random,11091,0,3,0.122
Random,11092,0,3,0.122
Random,11093,0,3,0.122
Random,11094,0,3,0.122
Random,11095,0,3,0.122
Random,11096,0,3,0.122
Random,11097,0,3,0.122
Random,11098,0,3,0.122
Random,11099,0,3,0.122
Random,11100,0,3,0.122
DQN,1697,34,63,22.660
Random,11101,0,3,0.122
BFS,772,50,88,50.342
Random,11102,0,3,0.122
DQN,1698,7,63,22.651
Random,11103,0,3,0.122
Random,11104,0,3,0.122
Random,11105,1,3,0.122
Random,11106,0,3,0.122
Random,11107,0,3,0.122
Random,11108,0,3,0.122
A*,764,50,90,51.156
Random,11109,0,3,0.122
Random,11110,0,3,0.122
Random,11111,0,3,0.122
Random,11112,0,3,0.122
Random,11113,0,3,0.122
DQN,1699,51,63,22.667
Random,11114,0,3,0.122
Random,11115,0,3,0.122
Random,11116,1,3,0.122
Random,11117,1,3,0.122
Random,11118,0,3,0.122
BFS,773,65,88,50.361
A*,765,53,90,51.158
Random,11119,0,3,0.122
Random,11120,0,3,0.122
Random,11121,0,3,0.122
Random,11122,0,3,0.122
DQN,1700,24,63,22.668
Random,11123,0,3,0.122
Random,11124,0,3,0.122
Random,11125,0,3,0.122
Random,11126,1,3,0.122
Random,11127,0,3,0.122
Random,11128,0,3,0.122
Random,11129,0,3,0.122
DQN,1701,19,63,22.666
Random,11130,0,3,0.122
Random,11131,0,3,0.122
Random,11132,0,3,0.122
Random,11133,0,3,0.122
Random,11134,0,3,0.122
Random,11135,0,3,0.122
Random,11136,0,3,0.122
Random,11137,1,3,0.122
DQN,1702,18,63,22.663
Random,11138,0,3,0.122
Random,11139,0,3,0.122
Random,11140,0,3,0.122
Random,11141,0,3,0.122
Random,11142,1,3,0.122
DQN,1703,23,63,22.664
Random,11143,1,3,0.122
BFS,774,72,88,50.389
Random,11144,0,3,0.122
A*,766,71,90,51.184
Random,11145,0,3,0.122
Random,11146,0,3,0.122
Random,11147,0,3,0.122
Random,11148,0,3,0.122
Random,11149,0,3,0.122
DQN,1704,32,63,22.669
Random,11150,0,3,0.122
Random,11151,0,3,0.122
Random,11152,0,3,0.122
A*,767,40,90,51.169
Random,11153,0,3,0.122
BFS,775,45,88,50.382
Random,11154,1,3,0.122
Random,11155,0,3,0.122
Random,11156,0,3,0.122
DQN,1705,22,63,22.669
Random,11157,1,3,0.122
Random,11158,1,3,0.122
Random,11159,1,3,0.122
Random,11160,0,3,0.122
Random,11161,0,3,0.122
Random,11162,0,3,0.122
Random,11163,0,3,0.122
Random,11164,0,3,0.122
Random,11165,1,3,0.122
Random,11166,1,3,0.122
Random,11167,0,3,0.122
Random,11168,0,3,0.122
A*,768,44,90,51.160
Random,11169,0,3,0.122
Random,11170,0,3,0.122
Random,11171,0,3,0.122
DQN,1706,33,63,22.675
Random,11172,0,3,0.122
Random,11173,0,3,0.122
Random,11174,0,3,0.122
DQN,1707,10,63,22.667
Random,11175,0,3,0.122
BFS,776,59,88,50.393
Random,11176,0,3,0.122
Random,11177,0,3,0.122
Random,11178,0,3,0.122
Random,11179,1,3,0.122
A*,769,41,90,51.147
Random,11180,0,3,0.122
Random,11181,0,3,0.122
Random,11182,0,3,0.122
Random,11183,0,3,0.122
DQN,1708,38,63,22.676
Random,11184,0,3,0.122
BFS,777,36,88,50.375
Random,11185,0,3,0.122
Random,11186,0,3,0.122
Random,11187,0,3,0.122
DQN,1709,21,63,22.675
A*,770,40,90,51.132
Random,11188,0,3,0.122
Random,11189,0,3,0.122
Random,11190,1,3,0.122
Random,11191,0,3,0.122
Random,11192,1,3,0.122
Random,11193,0,3,0.122
DQN,1710,24,63,22.676
Random,11194,0,3,0.122
Random,11195,0,3,0.122
Random,11196,0,3,0.122
BFS,778,59,88,50.386
Random,11197,0,3,0.122
Random,11198,0,3,0.122
Random,11199,0,3,0.122
Random,11200,0,3,0.122
DQN,1711,26,63,22.678
Random,11201,0,3,0.122
Random,11202,0,3,0.122
Random,11203,0,3,0.122
Random,11204,0,3,0.122
Random,11205,0,3,0.122
Random,11206,0,3,0.122
Random,11207,0,3,0.122
Random,11208,0,3,0.122
Random,11209,0,3,0.122
Random,11210,0,3,0.122
Random,11211,0,3,0.122
Random,11212,0,3,0.122
A*,771,67,90,51.153
Random,11213,0,3,0.122
Random,11214,0,3,0.122
DQN,1712,47,63,22.692
BFS,779,59,88,50.397
Random,11215,0,3,0.122
Random,11216,1,3,0.122
DQN,1713,13,63,22.687
Random,11217,1,3,0.122
Random,11218,1,3,0.122
Random,11219,0,3,0.122
DQN,1714,14,63,22.681
A*,772,37,90,51.135
Random,11220,0,3,0.122
Random,11221,0,3,0.122
Random,11222,0,3,0.122
Random,11223,0,3,0.122
Random,11224,0,3,0.122
Random,11225,0,3,0.122
BFS,780,45,88,50.390
Random,11226,0,3,0.122
Random,11227,0,3,0.122
Random,11228,0,3,0.122
Random,11229,0,3,0.122
DQN,1715,38,63,22.690
Random,11230,0,3,0.122
Random,11231,0,3,0.122
Random,11232,0,3,0.122
Random,11233,0,3,0.122
Random,11234,0,3,0.122
Random,11235,0,3,0.122
A*,773,53,90,51.137
Random,11236,0,3,0.122
BFS,781,29,88,50.362
Random,11237,0,3,0.122
Random,11238,0,3,0.122
Random,11239,0,3,0.122
DQN,1716,38,63,22.699
Random,11240,0,3,0.122
Random,11241,0,3,0.122
Random,11242,0,3,0.122
Random,11243,0,3,0.122
Random,11244,0,3,0.122
Random,11245,0,3,0.122
Random,11246,0,3,0.122
Random,11247,0,3,0.122
Random,11248,0,3,0.122
Random,11249,1,3,0.122
DQN,1717,33,63,22.705
Random,11250,0,3,0.122
Random,11251,0,3,0.122
BFS,782,65,88,50.381
Random,11252,0,3,0.122
Random,11253,0,3,0.122
Random,11254,0,3,0.122
A*,774,61,90,51.150
Random,11255,0,3,0.122
Random,11256,1,3,0.122
Random,11257,0,3,0.122
Random,11258,0,3,0.122
Random,11259,0,3,0.122
Random,11260,0,3,0.122
Random,11261,0,3,0.122
Random,11262,2,3,0.122
DQN,1718,31,63,22.710
Random,11263,0,3,0.122
Hamiltonian,25,297,297,297.000
DQN,1719,13,63,22.704
Random,11264,0,3,0.122
Random,11265,0,3,0.122
Random,11266,0,3,0.122
A*,775,52,90,51.151
Random,11267,0,3,0.122
Random,11268,0,3,0.122
BFS,783,68,88,50.404
Random,11269,0,3,0.122
Random,11270,0,3,0.122
Random,11271,0,3,0.122
Random,11272,0,3,0.122
Random,11273,0,3,0.122
DQN,1720,45,63,22.717
Random,11274,0,3,0.122
Random,11275,0,3,0.122
Random,11276,0,3,0.122
Random,11277,0,3,0.122
Random,11278,0,3,0.122
Random,11279,0,3,0.122
Random,11280,0,3,0.122
DQN,1721,19,63,22.715
Random,11281,0,3,0.122
Random,11282,0,3,0.122
Random,11283,0,3,0.122
Random,11284,0,3,0.122
Random,11285,0,3,0.122
Random,11286,0,3,0.122
DQN,1722,11,63,22.708
Random,11287,0,3,0.122
Random,11288,0,3,0.122
Random,11289,0,3,0.122
Random,11290,0,3,0.122
Random,11291,0,3,0.122
A*,776,70,90,51.175
Random,11292,0,3,0.122
Random,11293,1,3,0.122
Random,11294,0,3,0.122
DQN,1723,29,63,22.712
Random,11295,0,3,0.122
BFS,784,76,88,50.436
Random,11296,0,3,0.122
Random,11297,0,3,0.122
DQN,1724,18,63,22.709
Random,11298,1,3,0.122
Random,11299,0,3,0.122
Random,11300,0,3,0.122
DQN,1725,13,63,22.704
Random,11301,0,3,0.122
A*,777,42,90,51.163
Random,11302,1,3,0.122
Random,11303,0,3,0.122
Random,11304,1,3,0.122
BFS,785,43,88,50.427
Random,11305,0,3,0.122
Random,11306,0,3,0.122
DQN,1726,30,63,22.708
Random,11307,1,3,0.122
Random,11308,0,3,0.122
Random,11309,0,3,0.122
Random,11310,0,3,0.122
Random,11311,0,3,0.122
A*,778,43,90,51.153
Random,11312,0,3,0.122
DQN,1727,25,63,22.709
Random,11313,0,3,0.122
Random,11314,0,3,0.122
Random,11315,0,3,0.122
Random,11316,0,3,0.122
Random,11317,0,3,0.122
Random,11318,0,3,0.122
BFS,786,59,88,50.438
Random,11319,0,3,0.122
Random,11320,1,3,0.122
Random,11321,0,3,0.122
A*,779,48,90,51.149
Random,11322,0,3,0.122
Random,11323,1,3,0.122
Random,11324,0,3,0.122
Random,11325,0,3,0.122
Random,11326,0,3,0.122
Random,11327,0,3,0.122
DQN,1728,50,63,22.725
Random,11328,0,3,0.122
A*,780,27,90,51.118
Random,11329,0,3,0.122
Random,11330,0,3,0.122
BFS,787,39,88,50.423
Random,11331,0,3,0.122
Random,11332,0,3,0.122
Random,11333,0,3,0.122
DQN,1729,23,63,22.725
Random,11334,0,3,0.122
Random,11335,0,3,0.122
Random,11336,0,3,0.122
Random,11337,0,3,0.122
A*,781,36,90,51.099
Random,11338,0,3,0.122
Random,11339,0,3,0.122
Random,11340,0,3,0.122
Random,11341,2,3,0.122
Random,11342,0,3,0.122
Random,11343,0,3,0.122
Random,11344,0,3,0.122
DQN,1730,25,63,22.727
Random,11345,0,3,0.122
Random,11346,0,3,0.122
A*,782,28,90,51.069
BFS,788,54,88,50.428
DQN,1731,15,63,22.722
Random,11347,0,3,0.122
Random,11348,0,3,0.122
Random,11349,0,3,0.122
Random,11350,0,3,0.122
Random,11351,1,3,0.122
DQN,1732,24,63,22.723
Random,11352,0,3,0.122
Random,11353,0,3,0.122
Random,11354,0,3,0.122
Random,11355,0,3,0.122
DQN,1733,11,63,22.716
A*,783,36,90,51.050
Random,11356,0,3,0.122
Random,11357,0,3,0.122
BFS,789,45,88,50.421
Random,11358,0,3,0.122
Random,11359,0,3,0.122
Random,11360,0,3,0.122
DQN,1734,28,63,22.719
Random,11361,1,3,0.122
DQN,1735,11,63,22.712
Random,11362,1,3,0.122
Random,11363,0,3,0.122
DQN,1736,8,63,22.704
Random,11364,0,3,0.122
Random,11365,0,3,0.122
Random,11366,0,3,0.122
Random,11367,1,3,0.122
Random,11368,1,3,0.122
A*,784,55,90,51.055
Random,11369,0,3,0.122
Random,11370,0,3,0.122
BFS,790,52,88,50.423
Random,11371,0,3,0.122
Random,11372,0,3,0.122
Random,11373,1,3,0.122
Random,11374,1,3,0.122
DQN,1737,35,63,22.711
Random,11375,1,3,0.122
Random,11376,0,3,0.122
Random,11377,0,3,0.122
DQN,1738,28,63,22.714
Random,11378,0,3,0.122
Random,11379,0,3,0.122
Random,11380,0,3,0.122
A*,785,56,90,51.061
Random,11381,0,3,0.122
Random,11382,0,3,0.122
Random,11383,0,3,0.122
Random,11384,0,3,0.122
Random,11385,0,3,0.122
Random,11386,0,3,0.122
BFS,791,52,88,50.425
DQN,1739,26,63,22.716
Random,11387,0,3,0.122
Random,11388,0,3,0.122
Random,11389,0,3,0.122
DQN,1740,16,63,22.712
Random,11390,0,3,0.122
DQN,1741,9,63,22.704
Random,11391,0,3,0.122
A*,786,44,90,51.052
Random,11392,0,3,0.122
Random,11393,2,3,0.122
Random,11394,0,3,0.122
Random,11395,0,3,0.122
DQN,1742,22,63,22.704
Random,11396,0,3,0.122
Random,11397,0,3,0.122
A*,787,38,90,51.036
Random,11398,0,3,0.122
Random,11399,0,3,0.122
BFS,792,65,88,50.443
Random,11400,0,3,0.122
Random,11401,0,3,0.122
Random,11402,1,3,0.122
Random,11403,0,3,0.122
DQN,1743,37,63,22.712
Random,11404,0,3,0.122
Random,11405,0,3,0.122
Random,11406,0,3,0.122
DQN,1744,19,63,22.710
Random,11407,0,3,0.122
Random,11408,0,3,0.122
Random,11409,0,3,0.122
Random,11410,0,3,0.122
Random,11411,0,3,0.122
A*,788,57,90,51.043
Random,11412,0,3,0.122
Random,11413,0,3,0.122
BFS,793,53,88,50.446
Random,11414,1,3,0.122
Random,11415,0,3,0.122
Random,11416,0,3,0.122
Random,11417,1,3,0.122
Random,11418,0,3,0.122
Random,11419,0,3,0.122
Random,11420,0,3,0.122
Random,11421,0,3,0.122
Random,11422,0,3,0.122
Random,11423,1,3,0.122
Random,11424,0,3,0.122
DQN,1745,51,63,22.726
Random,11425,0,3,0.122
BFS,794,56,88,50.453
Random,11426,0,3,0.122
Random,11427,0,3,0.122
Random,11428,0,3,0.122
Random,11429,0,3,0.122
Random,11430,0,3,0.122
A*,789,70,90,51.067
DQN,1746,27,63,22.729
Random,11431,1,3,0.122
Random,11432,1,3,0.122
Random,11433,0,3,0.122
Random,11434,0,3,0.122
Random,11435,0,3,0.122
Random,11436,0,3,0.122
DQN,1747,23,63,22.729
Random,11437,0,3,0.122
Random,11438,0,3,0.122
BFS,795,49,88,50.452
Random,11439,0,3,0.122
DQN,1748,18,63,22.726
Random,11440,0,3,0.122
Random,11441,0,3,0.122
A*,790,52,90,51.068
Random,11442,0,3,0.122
Random,11443,0,3,0.122
Random,11444,1,3,0.122
Random,11445,0,3,0.122
Random,11446,0,3,0.122
Random,11447,0,3,0.122
Random,11448,0,3,0.122
Random,11449,1,3,0.122
Random,11450,0,3,0.122
Random,11451,0,3,0.122
Random,11452,0,3,0.122
Random,11453,0,3,0.122
Random,11454,0,3,0.122
Random,11455,0,3,0.122
Random,11456,0,3,0.122
A*,791,40,90,51.054
DQN,1749,42,63,22.737
Random,11457,0,3,0.122
Random,11458,0,3,0.122
Random,11459,0,3,0.122
BFS,796,62,88,50.466
Random,11460,0,3,0.122
Random,11461,0,3,0.122
Random,11462,0,3,0.122
Random,11463,0,3,0.122
Random,11464,0,3,0.122
Random,11465,0,3,0.122
Random,11466,0,3,0.122
Random,11467,0,3,0.122
Random,11468,0,3,0.122
Random,11469,0,3,0.122
Random,11470,1,3,0.122
Random,11471,0,3,0.122
DQN,1750,45,63,22.750
Random,11472,0,3,0.122
DQN,1751,21,63,22.749
BFS,797,58,88,50.476
Random,11473,0,3,0.122
A*,792,77,90,51.087
Random,11474,0,3,0.122
Random,11475,0,3,0.122
Random,11476,0,3,0.122
Random,11477,0,3,0.122
Random,11478,0,3,0.122
DQN,1752,32,63,22.754
Random,11479,0,3,0.122
Random,11480,0,3,0.122
Random,11481,0,3,0.122
Random,11482,0,3,0.122
Random,11483,0,3,0.122
BFS,798,38,88,50.460
A*,793,39,90,51.072
Random,11484,0,3,0.122
Random,11485,0,3,0.122
Random,11486,0,3,0.122
Random,11487,0,3,0.122
Random,11488,0,3,0.122
Random,11489,0,3,0.122
Random,11490,1,3,0.122
Random,11491,0,3,0.122
Random,11492,0,3,0.122
Random,11493,0,3,0.122
Random,11494,0,3,0.122
DQN,1753,40,63,22.764
BFS,799,46,88,50.454
Random,11495,1,3,0.122
Random,11496,0,3,0.122
Random,11497,0,3,0.122
Random,11498,0,3,0.122
Random,11499,0,3,0.122
Random,11500,0,3,0.122
Random,11501,2,3,0.122
Random,11502,0,3,0.122
A*,794,57,90,51.079
Random,11503,0,3,0.122
Random,11504,0,3,0.122
Random,11505,0,3,0.122
DQN,1754,39,63,22.773
Random,11506,0,3,0.122
Random,11507,0,3,0.122
Random,11508,0,3,0.122
Random,11509,0,3,0.122
Random,11510,0,3,0.122
Random,11511,0,3,0.122
Random,11512,1,3,0.122
BFS,800,74,88,50.484
DQN,1755,30,63,22.777
Random,11513,0,3,0.122
A*,795,49,90,51.077
Random,11514,1,3,0.122
Random,11515,0,3,0.122
Random,11516,0,3,0.122
Random,11517,0,3,0.122
Random,11518,0,3,0.122
DQN,1756,25,63,22.778
BFS,801,39,88,50.469
DQN,1757,25,63,22.780
Random,11519,0,3,0.122
Random,11520,0,3,0.122
Random,11521,0,3,0.122
Random,11522,0,3,0.122
Random,11523,0,3,0.122
BFS,802,22,88,50.434
A*,796,60,90,51.088
Random,11524,0,3,0.122
Random,11525,0,3,0.122
Random,11526,0,3,0.122
DQN,1758,27,63,22.782
Random,11527,0,3,0.122
Random,11528,0,3,0.122
Random,11529,0,3,0.122
Random,11530,0,3,0.122
Random,11531,0,3,0.122
DQN,1759,25,63,22.783
Random,11532,0,3,0.122
Random,11533,0,3,0.122
A*,797,38,90,51.072
Random,11534,1,3,0.122
Random,11535,1,3,0.122
BFS,803,60,88,50.446
Random,11536,0,3,0.122
Random,11537,0,3,0.122
DQN,1760,31,63,22.788
Random,11538,0,3,0.122
Random,11539,0,3,0.122
Random,11540,0,3,0.122
Random,11541,0,3,0.122
Random,11542,0,3,0.122
DQN,1761,19,63,22.786
Random,11543,0,3,0.122
BFS,804,31,88,50.422
A*,798,58,90,51.080
Random,11544,0,3,0.122
Random,11545,0,3,0.122
Random,11546,0,3,0.122
Random,11547,0,3,0.122
Random,11548,0,3,0.122
DQN,1762,23,63,22.786
Random,11549,0,3,0.122
Random,11550,0,3,0.122
Random,11551,0,3,0.122
Random,11552,0,3,0.122
Random,11553,0,3,0.122
Random,11554,0,3,0.122
Random,11555,0,3,0.122
Random,11556,0,3,0.122
